,soil_type,Seedling Stage,MOI,temp,humidity,result
8383,Clay Soil,Germination,1,18,86.0,0
8384,Clay Soil,Germination,2,17,87.0,0
8385,Clay Soil,Germination,3,16,88.0,0
8386,Clay Soil,Germination,4,15,89.0,0
8387,Clay Soil,Germination,5,14,90.0,0
8388,Clay Soil,Germination,6,13,91.0,0
8389,Clay Soil,Germination,7,24,80.0,0
8390,Clay Soil,Germination,8,23,81.0,0
8391,Clay Soil,Germination,9,22,82.0,0
8392,Clay Soil,Germination,10,21,83.0,0
8393,Clay Soil,Germination,11,20,84.0,0
8394,Clay Soil,Germination,12,19,85.0,0
8395,Clay Soil,Germination,13,18,86.0,0
8396,Clay Soil,Germination,14,17,87.0,0
8397,Clay Soil,Germination,15,16,88.0,0
8398,Clay Soil,Germination,16,15,89.0,0
8399,Clay Soil,Germination,17,14,90.0,0
8400,Clay Soil,Germination,18,13,91.0,0
8401,Clay Soil,Germination,19,24,80.0,0
8402,Clay Soil,Germination,20,23,81.0,0
8403,Clay Soil,Germination,21,22,82.0,0
8404,Clay Soil,Germination,22,21,83.0,0
8405,Clay Soil,Germination,23,20,84.0,0
8406,Clay Soil,Germination,24,19,85.0,0
8407,Clay Soil,Germination,25,18,86.0,0
8408,Clay Soil,Germination,26,17,87.0,0
8409,Clay Soil,Germination,27,16,88.0,0
8410,Clay Soil,Germination,28,15,89.0,0
8411,Clay Soil,Germination,29,14,90.0,0
8412,Clay Soil,Germination,30,13,91.0,0
8413,Clay Soil,Germination,31,24,80.0,0
8414,Clay Soil,Germination,32,23,81.0,0
8415,Clay Soil,Germination,33,22,82.0,0
8416,Clay Soil,Germination,34,21,83.0,0
8417,Clay Soil,Germination,35,20,84.0,0
8418,Clay Soil,Germination,36,19,85.0,0
8419,Clay Soil,Germination,37,18,86.0,0
8420,Clay Soil,Germination,38,17,87.0,0
8421,Clay Soil,Germination,39,16,88.0,0
8422,Clay Soil,Germination,40,15,89.0,0
8423,Clay Soil,Germination,41,14,90.0,0
8424,Clay Soil,Germination,42,24,80.0,0
8425,Clay Soil,Germination,43,23,81.0,0
8426,Clay Soil,Germination,44,22,82.0,0
8427,Clay Soil,Germination,45,21,83.0,0
8428,Clay Soil,Germination,46,20,84.0,0
8429,Clay Soil,Germination,47,19,85.0,0
8430,Clay Soil,Germination,48,18,86.0,0
8431,Clay Soil,Germination,49,17,87.0,0
8432,Clay Soil,Germination,50,16,88.0,0
8433,Clay Soil,Germination,51,15,89.0,0
8434,Clay Soil,Germination,52,14,90.0,0
8435,Clay Soil,Germination,53,13,91.0,0
8436,Clay Soil,Germination,54,24,80.0,0
8437,Clay Soil,Germination,55,23,81.0,0
8438,Clay Soil,Germination,56,22,82.0,0
8439,Clay Soil,Germination,57,21,83.0,0
8440,Clay Soil,Germination,58,20,84.0,0
8441,Clay Soil,Germination,59,19,85.0,0
8442,Clay Soil,Germination,60,18,86.0,0
8443,Clay Soil,Germination,61,17,87.0,0
8444,Clay Soil,Germination,62,16,88.0,0
8445,Clay Soil,Germination,63,15,89.0,0
8446,Clay Soil,Germination,64,14,90.0,0
8447,Clay Soil,Germination,65,13,91.0,0
8448,Clay Soil,Germination,66,24,80.0,0
8449,Clay Soil,Germination,67,23,81.0,0
8450,Clay Soil,Germination,68,22,82.0,0
8451,Clay Soil,Germination,69,21,83.0,0
8452,Clay Soil,Seedling Stage,1,18,86.0,0
8453,Clay Soil,Seedling Stage,2,17,87.0,0
8454,Clay Soil,Seedling Stage,3,16,88.0,0
8455,Clay Soil,Seedling Stage,4,15,89.0,0
8456,Clay Soil,Seedling Stage,5,14,90.0,0
8457,Clay Soil,Seedling Stage,6,13,91.0,0
8458,Clay Soil,Seedling Stage,7,24,80.0,0
8459,Clay Soil,Seedling Stage,8,23,81.0,0
8460,Clay Soil,Seedling Stage,9,22,82.0,0
8461,Clay Soil,Seedling Stage,10,21,83.0,0
8462,Clay Soil,Seedling Stage,11,20,84.0,0
8463,Clay Soil,Seedling Stage,12,19,85.0,0
8464,Clay Soil,Seedling Stage,13,18,86.0,0
8465,Clay Soil,Seedling Stage,14,17,87.0,0
8466,Clay Soil,Seedling Stage,15,16,88.0,0
8467,Clay Soil,Seedling Stage,16,15,89.0,0
8468,Clay Soil,Seedling Stage,17,14,90.0,0
8469,Clay Soil,Seedling Stage,18,13,91.0,0
8470,Clay Soil,Seedling Stage,19,24,80.0,0
8471,Clay Soil,Seedling Stage,20,23,81.0,0
8472,Clay Soil,Seedling Stage,21,22,82.0,0
8473,Clay Soil,Seedling Stage,22,21,83.0,0
8474,Clay Soil,Seedling Stage,23,20,84.0,0
8475,Clay Soil,Seedling Stage,24,19,85.0,0
8476,Clay Soil,Seedling Stage,25,18,86.0,0
8477,Clay Soil,Seedling Stage,26,17,87.0,0
8478,Clay Soil,Seedling Stage,27,16,88.0,0
8479,Clay Soil,Seedling Stage,28,15,89.0,0
8480,Clay Soil,Seedling Stage,29,14,90.0,0
8481,Clay Soil,Seedling Stage,30,13,91.0,0
8482,Clay Soil,Seedling Stage,31,24,80.0,0
8483,Clay Soil,Seedling Stage,32,23,81.0,0
8484,Clay Soil,Seedling Stage,33,22,82.0,0
8485,Clay Soil,Seedling Stage,34,21,83.0,0
8486,Clay Soil,Seedling Stage,35,20,84.0,0
8487,Clay Soil,Seedling Stage,36,19,85.0,0
8488,Clay Soil,Seedling Stage,37,18,86.0,0
8489,Clay Soil,Seedling Stage,38,17,87.0,0
8490,Clay Soil,Seedling Stage,39,16,88.0,0
8491,Clay Soil,Seedling Stage,40,15,89.0,0
8492,Clay Soil,Seedling Stage,41,14,90.0,0
8493,Clay Soil,Seedling Stage,42,24,80.0,0
8494,Clay Soil,Seedling Stage,43,23,81.0,0
8495,Clay Soil,Seedling Stage,44,22,82.0,0
8496,Clay Soil,Seedling Stage,45,21,83.0,0
8497,Clay Soil,Seedling Stage,46,20,84.0,0
8498,Clay Soil,Seedling Stage,47,19,85.0,0
8499,Clay Soil,Seedling Stage,48,18,86.0,0
8500,Clay Soil,Seedling Stage,49,17,87.0,0
8501,Clay Soil,Seedling Stage,50,16,88.0,0
8502,Clay Soil,Seedling Stage,51,15,89.0,0
8503,Clay Soil,Seedling Stage,52,14,90.0,0
8504,Clay Soil,Seedling Stage,53,13,91.0,0
8505,Clay Soil,Seedling Stage,54,24,80.0,0
8506,Clay Soil,Seedling Stage,55,23,81.0,0
8507,Clay Soil,Seedling Stage,56,22,82.0,0
8508,Clay Soil,Seedling Stage,57,21,83.0,0
8509,Clay Soil,Seedling Stage,58,20,84.0,0
8510,Clay Soil,Seedling Stage,59,19,85.0,0
8511,Clay Soil,Seedling Stage,1,18,86.0,0
8512,Clay Soil,Seedling Stage,2,17,87.0,0
8513,Clay Soil,Seedling Stage,3,16,88.0,0
8514,Clay Soil,Seedling Stage,4,15,89.0,0
8515,Clay Soil,Seedling Stage,5,14,90.0,0
8516,Clay Soil,Seedling Stage,6,13,91.0,0
8517,Clay Soil,Seedling Stage,7,24,80.0,0
8518,Clay Soil,Seedling Stage,8,23,81.0,0
8519,Clay Soil,Seedling Stage,9,22,82.0,0
8520,Clay Soil,Seedling Stage,10,21,83.0,0
8521,Clay Soil,Seedling Stage,11,20,84.0,0
8522,Clay Soil,Seedling Stage,12,19,85.0,0
8523,Clay Soil,Seedling Stage,13,18,86.0,0
8524,Clay Soil,Seedling Stage,14,17,87.0,0
8525,Clay Soil,Seedling Stage,15,16,88.0,0
8526,Clay Soil,Seedling Stage,16,15,89.0,0
8527,Clay Soil,Seedling Stage,17,14,90.0,0
8528,Clay Soil,Seedling Stage,18,13,91.0,0
8529,Clay Soil,Seedling Stage,19,24,80.0,0
8530,Clay Soil,Seedling Stage,20,23,81.0,0
8531,Clay Soil,Seedling Stage,21,22,82.0,0
8532,Clay Soil,Seedling Stage,22,21,83.0,0
8533,Clay Soil,Seedling Stage,23,20,84.0,0
8534,Clay Soil,Seedling Stage,24,19,85.0,0
8535,Clay Soil,Seedling Stage,25,18,86.0,0
8536,Clay Soil,Seedling Stage,26,17,87.0,0
8537,Clay Soil,Seedling Stage,27,16,88.0,0
8538,Clay Soil,Seedling Stage,28,15,89.0,0
8539,Clay Soil,Seedling Stage,29,14,90.0,0
8540,Clay Soil,Seedling Stage,30,13,91.0,0
8541,Clay Soil,Seedling Stage,31,24,80.0,0
8542,Clay Soil,Seedling Stage,32,23,81.0,0
8543,Clay Soil,Seedling Stage,33,22,82.0,0
8544,Clay Soil,Seedling Stage,34,21,83.0,0
8545,Clay Soil,Seedling Stage,35,20,84.0,0
8546,Clay Soil,Seedling Stage,36,19,85.0,0
8547,Clay Soil,Seedling Stage,37,18,86.0,0
8548,Clay Soil,Seedling Stage,38,17,87.0,0
8549,Clay Soil,Seedling Stage,39,16,88.0,0
8550,Clay Soil,Seedling Stage,40,15,89.0,0
8551,Clay Soil,Seedling Stage,41,14,90.0,0
8552,Clay Soil,Seedling Stage,42,24,80.0,0
8553,Clay Soil,Seedling Stage,43,23,81.0,0
8554,Clay Soil,Seedling Stage,44,22,82.0,0
8555,Clay Soil,Seedling Stage,45,21,83.0,0
8556,Clay Soil,Seedling Stage,46,20,84.0,0
8557,Clay Soil,Seedling Stage,47,19,85.0,0
8558,Clay Soil,Seedling Stage,48,18,86.0,0
8559,Clay Soil,Seedling Stage,49,17,87.0,0
8560,Clay Soil,Seedling Stage,50,16,88.0,0
8561,Clay Soil,Seedling Stage,51,15,89.0,0
8562,Clay Soil,Seedling Stage,52,14,90.0,0
8563,Clay Soil,Seedling Stage,53,13,91.0,0
8564,Clay Soil,Seedling Stage,54,24,80.0,0
8565,Clay Soil,Seedling Stage,55,23,81.0,0
8566,Clay Soil,Seedling Stage,56,22,82.0,0
8567,Clay Soil,Seedling Stage,57,21,83.0,0
8568,Clay Soil,Seedling Stage,58,20,84.0,0
8569,Clay Soil,Seedling Stage,59,19,85.0,0
8570,Clay Soil,Vegetative Growth / Root or Tuber Development,1,18,86.0,0
8571,Clay Soil,Vegetative Growth / Root or Tuber Development,2,17,87.0,0
8572,Clay Soil,Vegetative Growth / Root or Tuber Development,3,16,88.0,0
8573,Clay Soil,Vegetative Growth / Root or Tuber Development,4,15,89.0,0
8574,Clay Soil,Vegetative Growth / Root or Tuber Development,5,14,90.0,0
8575,Clay Soil,Vegetative Growth / Root or Tuber Development,6,13,91.0,0
8576,Clay Soil,Vegetative Growth / Root or Tuber Development,7,24,80.0,0
8577,Clay Soil,Vegetative Growth / Root or Tuber Development,8,23,81.0,0
8578,Clay Soil,Vegetative Growth / Root or Tuber Development,9,22,82.0,0
8579,Clay Soil,Vegetative Growth / Root or Tuber Development,10,21,83.0,0
8580,Clay Soil,Vegetative Growth / Root or Tuber Development,11,20,84.0,0
8581,Clay Soil,Vegetative Growth / Root or Tuber Development,12,19,85.0,0
8582,Clay Soil,Vegetative Growth / Root or Tuber Development,13,18,86.0,0
8583,Clay Soil,Vegetative Growth / Root or Tuber Development,14,17,87.0,0
8584,Clay Soil,Vegetative Growth / Root or Tuber Development,15,16,88.0,0
8585,Clay Soil,Vegetative Growth / Root or Tuber Development,16,15,89.0,0
8586,Clay Soil,Vegetative Growth / Root or Tuber Development,17,14,90.0,0
8587,Clay Soil,Vegetative Growth / Root or Tuber Development,18,13,91.0,0
8588,Clay Soil,Vegetative Growth / Root or Tuber Development,19,24,80.0,0
8589,Clay Soil,Vegetative Growth / Root or Tuber Development,20,23,81.0,0
8590,Clay Soil,Vegetative Growth / Root or Tuber Development,21,22,82.0,0
8591,Clay Soil,Vegetative Growth / Root or Tuber Development,22,21,83.0,0
8592,Clay Soil,Vegetative Growth / Root or Tuber Development,23,20,84.0,0
8593,Clay Soil,Vegetative Growth / Root or Tuber Development,24,19,85.0,0
8594,Clay Soil,Vegetative Growth / Root or Tuber Development,25,18,86.0,0
8595,Clay Soil,Vegetative Growth / Root or Tuber Development,26,17,87.0,0
8596,Clay Soil,Vegetative Growth / Root or Tuber Development,27,16,88.0,0
8597,Clay Soil,Vegetative Growth / Root or Tuber Development,28,15,89.0,0
8598,Clay Soil,Vegetative Growth / Root or Tuber Development,29,14,90.0,0
8599,Clay Soil,Vegetative Growth / Root or Tuber Development,30,13,91.0,0
8600,Clay Soil,Vegetative Growth / Root or Tuber Development,31,24,80.0,0
8601,Clay Soil,Vegetative Growth / Root or Tuber Development,32,23,81.0,0
8602,Clay Soil,Vegetative Growth / Root or Tuber Development,33,22,82.0,0
8603,Clay Soil,Vegetative Growth / Root or Tuber Development,34,21,83.0,0
8604,Clay Soil,Vegetative Growth / Root or Tuber Development,35,20,84.0,0
8605,Clay Soil,Vegetative Growth / Root or Tuber Development,36,19,85.0,0
8606,Clay Soil,Vegetative Growth / Root or Tuber Development,37,18,86.0,0
8607,Clay Soil,Vegetative Growth / Root or Tuber Development,38,17,87.0,0
8608,Clay Soil,Vegetative Growth / Root or Tuber Development,39,16,88.0,0
8609,Clay Soil,Vegetative Growth / Root or Tuber Development,40,15,89.0,0
8610,Clay Soil,Vegetative Growth / Root or Tuber Development,41,14,90.0,0
8611,Clay Soil,Vegetative Growth / Root or Tuber Development,42,24,80.0,0
8612,Clay Soil,Vegetative Growth / Root or Tuber Development,43,23,81.0,0
8613,Clay Soil,Vegetative Growth / Root or Tuber Development,44,22,82.0,0
8614,Clay Soil,Vegetative Growth / Root or Tuber Development,45,21,83.0,0
8615,Clay Soil,Vegetative Growth / Root or Tuber Development,46,20,84.0,0
8616,Clay Soil,Vegetative Growth / Root or Tuber Development,47,19,85.0,0
8617,Clay Soil,Vegetative Growth / Root or Tuber Development,48,18,86.0,0
8618,Clay Soil,Vegetative Growth / Root or Tuber Development,49,17,87.0,0
8619,Clay Soil,Vegetative Growth / Root or Tuber Development,50,16,88.0,0
8620,Clay Soil,Vegetative Growth / Root or Tuber Development,51,15,89.0,0
8621,Clay Soil,Vegetative Growth / Root or Tuber Development,52,14,90.0,0
8622,Clay Soil,Vegetative Growth / Root or Tuber Development,53,13,91.0,0
8623,Clay Soil,Vegetative Growth / Root or Tuber Development,54,24,80.0,0
8624,Clay Soil,Vegetative Growth / Root or Tuber Development,55,23,81.0,0
8625,Clay Soil,Vegetative Growth / Root or Tuber Development,56,22,82.0,0
8626,Clay Soil,Vegetative Growth / Root or Tuber Development,57,21,83.0,0
8627,Clay Soil,Vegetative Growth / Root or Tuber Development,58,20,84.0,0
8628,Clay Soil,Vegetative Growth / Root or Tuber Development,59,19,85.0,0
8629,Clay Soil,Flowering,1,18,86.0,0
8630,Clay Soil,Flowering,2,17,87.0,0
8631,Clay Soil,Flowering,3,16,88.0,0
8632,Clay Soil,Flowering,4,15,89.0,0
8633,Clay Soil,Flowering,5,14,90.0,0
8634,Clay Soil,Flowering,6,13,91.0,0
8635,Clay Soil,Flowering,7,24,80.0,0
8636,Clay Soil,Flowering,8,23,81.0,0
8637,Clay Soil,Flowering,9,22,82.0,0
8638,Clay Soil,Flowering,10,21,83.0,0
8639,Clay Soil,Flowering,11,20,84.0,0
8640,Clay Soil,Flowering,12,19,85.0,0
8641,Clay Soil,Flowering,13,18,86.0,0
8642,Clay Soil,Flowering,14,17,87.0,0
8643,Clay Soil,Flowering,15,16,88.0,0
8644,Clay Soil,Flowering,16,15,89.0,0
8645,Clay Soil,Flowering,17,14,90.0,0
8646,Clay Soil,Flowering,18,13,91.0,0
8647,Clay Soil,Flowering,19,24,80.0,0
8648,Clay Soil,Flowering,20,23,81.0,0
8649,Clay Soil,Flowering,21,22,82.0,0
8650,Clay Soil,Flowering,22,21,83.0,0
8651,Clay Soil,Flowering,23,20,84.0,0
8652,Clay Soil,Flowering,24,19,85.0,0
8653,Clay Soil,Flowering,25,18,86.0,0
8654,Clay Soil,Flowering,26,17,87.0,0
8655,Clay Soil,Flowering,27,16,88.0,0
8656,Clay Soil,Flowering,28,15,89.0,0
8657,Clay Soil,Flowering,29,14,90.0,0
8658,Clay Soil,Flowering,30,13,91.0,0
8659,Clay Soil,Flowering,31,24,80.0,0
8660,Clay Soil,Flowering,32,23,81.0,0
8661,Clay Soil,Flowering,33,22,82.0,0
8662,Clay Soil,Flowering,34,21,83.0,0
8663,Clay Soil,Flowering,35,20,84.0,0
8664,Clay Soil,Flowering,36,19,85.0,0
8665,Clay Soil,Flowering,37,18,86.0,0
8666,Clay Soil,Flowering,38,17,87.0,0
8667,Clay Soil,Flowering,39,16,88.0,0
8668,Clay Soil,Flowering,40,15,89.0,0
8669,Clay Soil,Flowering,41,14,90.0,0
8670,Clay Soil,Flowering,42,24,80.0,0
8671,Clay Soil,Flowering,43,23,81.0,0
8672,Clay Soil,Flowering,44,22,82.0,0
8673,Clay Soil,Flowering,45,21,83.0,0
8674,Clay Soil,Flowering,46,20,84.0,0
8675,Clay Soil,Flowering,47,19,85.0,0
8676,Clay Soil,Flowering,48,18,86.0,0
8677,Clay Soil,Flowering,49,17,87.0,0
8678,Clay Soil,Pollination,1,18,86.0,0
8679,Clay Soil,Pollination,2,17,87.0,0
8680,Clay Soil,Pollination,3,16,88.0,0
8681,Clay Soil,Pollination,4,15,89.0,0
8682,Clay Soil,Pollination,5,14,90.0,0
8683,Clay Soil,Pollination,6,13,91.0,0
8684,Clay Soil,Pollination,7,24,80.0,0
8685,Clay Soil,Pollination,8,23,81.0,0
8686,Clay Soil,Pollination,9,22,82.0,0
8687,Clay Soil,Pollination,10,21,83.0,0
8688,Clay Soil,Pollination,11,20,84.0,0
8689,Clay Soil,Pollination,12,19,85.0,0
8690,Clay Soil,Pollination,13,18,86.0,0
8691,Clay Soil,Pollination,14,17,87.0,0
8692,Clay Soil,Pollination,15,16,88.0,0
8693,Clay Soil,Pollination,16,15,89.0,0
8694,Clay Soil,Pollination,17,14,90.0,0
8695,Clay Soil,Pollination,18,13,91.0,0
8696,Clay Soil,Pollination,19,24,80.0,0
8697,Clay Soil,Pollination,20,23,81.0,0
8698,Clay Soil,Pollination,21,22,82.0,0
8699,Clay Soil,Pollination,22,21,83.0,0
8700,Clay Soil,Pollination,23,20,84.0,0
8701,Clay Soil,Pollination,24,19,85.0,0
8702,Clay Soil,Pollination,25,18,86.0,0
8703,Clay Soil,Pollination,26,17,87.0,0
8704,Clay Soil,Pollination,27,16,88.0,0
8705,Clay Soil,Pollination,28,15,89.0,0
8706,Clay Soil,Pollination,29,14,90.0,0
8707,Clay Soil,Pollination,30,13,91.0,0
8708,Clay Soil,Pollination,31,24,80.0,0
8709,Clay Soil,Pollination,32,23,81.0,0
8710,Clay Soil,Pollination,33,22,82.0,0
8711,Clay Soil,Pollination,34,21,83.0,0
8712,Clay Soil,Pollination,35,20,84.0,0
8713,Clay Soil,Pollination,36,19,85.0,0
8714,Clay Soil,Pollination,37,18,86.0,0
8715,Clay Soil,Pollination,38,17,87.0,0
8716,Clay Soil,Pollination,39,16,88.0,0
8717,Loam Soil,Germination,1,25,80.0,1
8718,Loam Soil,Germination,2,26,77.0,1
8719,Loam Soil,Germination,3,27,74.0,1
8720,Loam Soil,Germination,4,28,71.0,1
8721,Loam Soil,Germination,5,29,68.0,1
8722,Loam Soil,Germination,6,30,65.0,1
8723,Loam Soil,Germination,7,31,62.0,1
8724,Loam Soil,Germination,8,32,59.0,1
8725,Loam Soil,Germination,9,33,56.0,1
8726,Loam Soil,Germination,10,34,53.0,1
8727,Loam Soil,Germination,11,35,50.0,1
8728,Loam Soil,Germination,12,36,47.0,1
8729,Loam Soil,Germination,13,37,44.0,1
8730,Loam Soil,Germination,14,38,41.0,1
8731,Loam Soil,Germination,15,39,38.0,1
8732,Loam Soil,Germination,16,40,35.0,1
8733,Loam Soil,Germination,17,41,32.0,1
8734,Loam Soil,Germination,18,42,29.0,1
8735,Loam Soil,Germination,19,43,26.0,1
8736,Loam Soil,Germination,20,44,23.0,1
8737,Loam Soil,Germination,21,45,20.0,1
8738,Loam Soil,Germination,22,46,17.0,1
8739,Loam Soil,Germination,23,25,78.0,1
8740,Loam Soil,Germination,24,26,75.0,1
8741,Loam Soil,Germination,25,27,72.0,1
8742,Loam Soil,Germination,26,28,69.0,1
8743,Loam Soil,Germination,27,29,66.0,1
8744,Loam Soil,Germination,28,30,63.0,1
8745,Loam Soil,Germination,29,31,60.0,1
8746,Loam Soil,Germination,30,32,57.0,1
8747,Loam Soil,Germination,31,33,54.0,1
8748,Loam Soil,Germination,32,34,51.0,1
8749,Loam Soil,Germination,33,35,48.0,1
8750,Loam Soil,Germination,34,36,45.0,1
8751,Loam Soil,Germination,35,37,42.0,1
8752,Loam Soil,Germination,36,38,39.0,1
8753,Loam Soil,Germination,37,39,36.0,1
8754,Loam Soil,Germination,38,40,33.0,1
8755,Loam Soil,Germination,39,41,30.0,1
8756,Loam Soil,Germination,40,42,27.0,1
8757,Loam Soil,Germination,41,43,24.0,1
8758,Loam Soil,Germination,42,44,21.0,1
8759,Loam Soil,Germination,43,45,18.0,1
8760,Loam Soil,Germination,44,46,15.0,1
8761,Loam Soil,Germination,45,25,76.0,1
8762,Loam Soil,Germination,46,26,73.0,1
8763,Loam Soil,Germination,47,27,70.0,1
8764,Loam Soil,Germination,48,28,67.0,1
8765,Loam Soil,Germination,49,29,64.0,1
8766,Loam Soil,Germination,50,30,61.0,1
8767,Loam Soil,Germination,51,31,58.0,1
8768,Loam Soil,Germination,52,32,55.0,1
8769,Loam Soil,Germination,53,33,52.0,1
8770,Loam Soil,Germination,54,34,49.0,1
8771,Loam Soil,Germination,55,35,46.0,1
8772,Loam Soil,Germination,56,36,43.0,1
8773,Loam Soil,Germination,57,37,40.0,1
8774,Loam Soil,Germination,58,38,37.0,1
8775,Loam Soil,Germination,59,39,34.0,1
8776,Loam Soil,Germination,60,40,31.0,1
8777,Loam Soil,Germination,61,25,80.0,1
8778,Loam Soil,Germination,62,26,77.0,1
8779,Loam Soil,Germination,63,27,74.0,1
8780,Loam Soil,Germination,64,28,71.0,1
8781,Loam Soil,Germination,65,29,68.0,1
8782,Loam Soil,Germination,66,30,65.0,1
8783,Loam Soil,Germination,67,31,62.0,1
8784,Loam Soil,Germination,68,32,59.0,1
8785,Loam Soil,Germination,69,33,56.0,1
8786,Loam Soil,Germination,70,34,53.0,1
8787,Loam Soil,Germination,71,35,50.0,1
8788,Loam Soil,Germination,72,36,47.0,1
8789,Loam Soil,Germination,73,37,44.0,1
8790,Loam Soil,Germination,74,38,41.0,1
8791,Loam Soil,Germination,75,39,38.0,1
8792,Loam Soil,Germination,76,40,35.0,1
8793,Loam Soil,Germination,77,41,32.0,1
8794,Loam Soil,Germination,78,42,29.0,1
8795,Loam Soil,Germination,79,43,26.0,1
8807,Loam Soil,Germination,91,33,54.0,0
8808,Loam Soil,Germination,92,34,51.0,0
8809,Loam Soil,Germination,93,35,48.0,0
8810,Loam Soil,Germination,94,36,45.0,0
8811,Loam Soil,Germination,95,37,42.0,0
8812,Loam Soil,Germination,96,38,39.0,0
8813,Loam Soil,Germination,97,39,36.0,0
8814,Loam Soil,Germination,98,40,33.0,0
8815,Loam Soil,Germination,99,41,30.0,0
8816,Loam Soil,Germination,100,42,27.0,0
8817,Loam Soil,Seedling Stage,1,43,24.0,1
8818,Loam Soil,Seedling Stage,2,44,21.0,1
8819,Loam Soil,Seedling Stage,3,45,18.0,1
8820,Loam Soil,Seedling Stage,4,46,15.0,1
8821,Loam Soil,Seedling Stage,5,25,76.0,1
8822,Loam Soil,Seedling Stage,6,26,73.0,1
8823,Loam Soil,Seedling Stage,7,27,70.0,1
8824,Loam Soil,Seedling Stage,8,28,67.0,1
8825,Loam Soil,Seedling Stage,9,29,64.0,1
8826,Loam Soil,Seedling Stage,10,30,61.0,1
8827,Loam Soil,Seedling Stage,11,31,58.0,1
8828,Loam Soil,Seedling Stage,12,32,55.0,1
8829,Loam Soil,Seedling Stage,13,33,52.0,1
8830,Loam Soil,Seedling Stage,14,34,49.0,1
8831,Loam Soil,Seedling Stage,15,35,46.0,1
8832,Loam Soil,Seedling Stage,16,36,43.0,1
8833,Loam Soil,Seedling Stage,17,37,40.0,1
8834,Loam Soil,Seedling Stage,18,38,37.0,1
8835,Loam Soil,Seedling Stage,19,39,34.0,1
8836,Loam Soil,Seedling Stage,20,40,31.0,1
8837,Loam Soil,Seedling Stage,21,25,80.0,1
8838,Loam Soil,Seedling Stage,22,26,77.0,1
8839,Loam Soil,Seedling Stage,23,27,74.0,1
8840,Loam Soil,Seedling Stage,24,28,71.0,1
8841,Loam Soil,Seedling Stage,25,29,68.0,1
8842,Loam Soil,Seedling Stage,26,30,65.0,1
8843,Loam Soil,Seedling Stage,27,31,62.0,1
8844,Loam Soil,Seedling Stage,28,32,59.0,1
8845,Loam Soil,Seedling Stage,29,33,56.0,1
8846,Loam Soil,Seedling Stage,30,34,53.0,1
8847,Loam Soil,Seedling Stage,31,35,50.0,1
8848,Loam Soil,Seedling Stage,32,36,47.0,1
8849,Loam Soil,Seedling Stage,33,37,44.0,1
8850,Loam Soil,Seedling Stage,34,38,41.0,1
8851,Loam Soil,Seedling Stage,35,39,38.0,1
8852,Loam Soil,Seedling Stage,36,40,35.0,1
8853,Loam Soil,Seedling Stage,37,41,32.0,1
8854,Loam Soil,Seedling Stage,38,42,29.0,1
8855,Loam Soil,Seedling Stage,39,43,26.0,1
8856,Loam Soil,Seedling Stage,40,44,23.0,1
8857,Loam Soil,Seedling Stage,41,45,20.0,1
8858,Loam Soil,Seedling Stage,42,46,17.0,1
8859,Loam Soil,Seedling Stage,43,25,78.0,1
8860,Loam Soil,Seedling Stage,44,26,75.0,1
8861,Loam Soil,Seedling Stage,45,27,72.0,1
8862,Loam Soil,Seedling Stage,46,28,69.0,1
8863,Loam Soil,Seedling Stage,47,29,66.0,1
8864,Loam Soil,Seedling Stage,48,30,63.0,1
8865,Loam Soil,Seedling Stage,49,31,60.0,1
8866,Loam Soil,Seedling Stage,50,32,57.0,1
8867,Loam Soil,Seedling Stage,51,33,54.0,1
8868,Loam Soil,Seedling Stage,52,34,51.0,1
8869,Loam Soil,Seedling Stage,53,35,48.0,1
8870,Loam Soil,Seedling Stage,54,36,45.0,1
8871,Loam Soil,Seedling Stage,55,37,42.0,1
8872,Loam Soil,Seedling Stage,56,38,39.0,1
8873,Loam Soil,Seedling Stage,57,39,36.0,1
8874,Loam Soil,Seedling Stage,58,40,33.0,1
8875,Loam Soil,Seedling Stage,59,41,30.0,1
8876,Loam Soil,Seedling Stage,60,42,27.0,1
8877,Loam Soil,Seedling Stage,61,43,24.0,1
8878,Loam Soil,Seedling Stage,62,44,21.0,1
8879,Loam Soil,Seedling Stage,63,45,18.0,1
8880,Loam Soil,Seedling Stage,64,46,15.0,1
8881,Loam Soil,Seedling Stage,65,25,76.0,1
8882,Loam Soil,Seedling Stage,66,26,73.0,1
8883,Loam Soil,Seedling Stage,67,27,70.0,1
8884,Loam Soil,Seedling Stage,68,28,67.0,1
8885,Loam Soil,Seedling Stage,69,29,64.0,1
8897,Loam Soil,Seedling Stage,81,25,80.0,0
8898,Loam Soil,Seedling Stage,82,26,77.0,0
8899,Loam Soil,Seedling Stage,83,27,74.0,0
8900,Loam Soil,Seedling Stage,84,28,71.0,0
8901,Loam Soil,Seedling Stage,85,29,68.0,0
8902,Loam Soil,Seedling Stage,86,30,65.0,0
8903,Loam Soil,Seedling Stage,87,31,62.0,0
8904,Loam Soil,Seedling Stage,88,32,59.0,0
8905,Loam Soil,Seedling Stage,89,33,56.0,0
8906,Loam Soil,Seedling Stage,90,34,53.0,0
8907,Loam Soil,Seedling Stage,91,35,50.0,0
8908,Loam Soil,Seedling Stage,92,36,47.0,0
8909,Loam Soil,Seedling Stage,93,37,44.0,0
8910,Loam Soil,Seedling Stage,94,38,41.0,0
8911,Loam Soil,Seedling Stage,95,39,38.0,0
